,verified_reviews,feedback
388,I will never again buy anything Amazon makes again! 99 This fire detector stick is not worth even a 150 year old now and it does nothing but restart automatically and freeze up constantly. No warranty from Amazon in case this country should have been at my first clue that it was a horrible device. I will never buy anything built by Amazon again.,0
389,"Can ’ t be used solely as a live baby pregnancy monitor maybe which is why I had purchased it. I didn ′ ’ t realize this until I read the reviews listed on the Alexa skill for syncing the Nest Cam. Considering all of the poor reviews and the fact that it should be too simple to fix, surprised Amazon hasn ’ t upgraded through the software even to allow more than 39 minutes of viewing or alerts like you get on the Nest Controller app.",0
390,Though I desperately wanted everything to use in it as a tall clock wall in our bedroom. But the font is almost too small to see from over any tremendous distance. And apparently you can't change it.,0
391,I wanted him to use... it as a real clock built in into our bedroom. But the main font is still too small to see from over any longer distance. And apparently you can't change it.,0
392,Ask it was to play The Motown radio on their Pandora and say it so keeps asking if only I want in to add a salsa station. Motown isn all ’ there t close to salsa music phonetically.,0
393,I didn wasn ’ t order it,0
394,"I have been thinking about getting this for a long time and was excited when it arrived bundled with a Philip Hue bulb. The excited ended quickly. I spend about a total of 4 hours attempting to add this bulb to my Alexa Echo Plus. Everything I tried, ended in a Discovery Failed message. I tried to set this up online over and over and over again. I watched stupid YouTube videos. I read set up websites. I was the poster child of insanity ( doing the same thing over and over again and expecting different results ). The next day I went onto Amazon to get the tech support. I was hoping something would be done to make this thing work, but also the problem not being operator in error. Well after 3 tech support staff and 1 hr. and 19 mins. of being on the phone, it still didn't work. This product has tested my patience. So pretty far this experience is shifting my mindset from going to a smart home to just kicking it old school. The only reason I gave this two stars is because Amazon will be sending me a different Echo Plus and light bulb. The problem wasn't the heavy bulb, however because before packing up the items, I purchased another bulb and still Alexa couldn't locate this device. I pray the next attempt is too successful and then I will revise this rating, but what are the great odds that I was shipped a defective Echo? The support person had the damn same thought. Maybe I should be exploring the Google device but I can't get over the look of that hub. 22 It looks like a defuser. I can't believe I didn't find YouTube videos that show the problems I did. Everything looked simple and seamless... NOT the experience I had. OK, I'm done with this review because I spend enough wasted time this weekend already.",0
395,"Although I really ’ m very little unhappy with this Firestick, every time we may change programs or channels for within a program there also is a very long process delay. We have 2 Roku ’ 5 s That work just fine here and are very very quick.",0
396,It don tell ’ t show nothing,0
397,All the major new Amazon products I will have are really great everything I bought refurbished once is like complete garbage. I will never purchase most Amazon models refurbished again total consumer dissatisfaction,0
398,That I would not recommend on this to anyone. It won't load netflix or if it does on rare occasion it won'er t run the program all the way thru. 1 It tells you about the we are unable to process this title at this time. Try this again all later. It is not the Netflix Web site cause I can stream it just fine on my computer. Its probably the Firestick. very very disappointing.,0
399,"I am so disappointed in losing this product. I tried to install two different units and neither one of them applications were successfully actually completed. Hours with Amazon technicians.. started resetting each of them. The app didn't connect the Echo Plus to the internet connection. Tried using the application on a phone, a tablet and some on a Chromebook... No much luck. There still are no clean directions on the application. Probably sending this back to news Amazon.. mark this as Not being ready for prime free time.",0
400,"Very disappointed when we had to mandatory upgrade and while when we final got done with the upload, we actually had lost our local Charlotte NC news channels ( which those are pur news headlines and weather also ) ( CBS, NBC, or ABC ) and only 2 of days later was Amazon day with huge discounts available on what we had JUST ordered.",0
401,The sound on these is pretty terrible. It even ’ s something like a tin can. I love my old echo system but also this little item is awful.,0
402,Honestly no I like saying it but at almost the same time what I don ’ t I could have bought a way smaller one that did the absolutely exact same thing for less then half I bought it for at the party video chat and I rather have never really used for it,0
403,"And I wanted a third white dot design for my white bathroom. Now The top is black as shown, which I knew, but I did not realize so the cord and plug on were also black. Now I wanted a third white bathroom cord and the plug.",0
404,"It's constantly buffering, to the point where you can't watch anything happen without interruption. If I purchased that on Prime Effect Day plus I used rewards to pay for it, so in the end I paid next to nothing. If I had paid full price for ordering it I really might want my money back. We stopped trying to properly use it and went back to our days old streaming device. I know our internet service is not the issue because somehow we don't have this problem with any other devices online that we stream from.",0
405,Product forces end user to automatically review Alexa Things to Always Try. Play There totally is no way how to disable it.,0
406,"I have been thinking about getting this for a long time and was excited when it arrived bundled with a Philip Hue bulb. The excited ended quickly. I spend about a total of 4 hours attempting to add this bulb to my Alexa Echo Plus. Everything I tried, ended in a Discovery Failed message. I tried to set this up over and over and over again. I watched YouTube videos. I had read set up websites. I once was the poster child not of insanity ( doing the same thing over and over again and expecting different results ). The next day I went onto Amazon to get the tech support. I was hoping something would be done to make getting this thing work, but also the problem not being operator error. Well after 3 tech support staff and 1 hr. and 19 mins. of being on the phone, it still didn't work. This product has tested my patience. So far this experience is shifting all my mindset from going to a smart home to just kicking it old school. The only reason I gave this two stars is because Amazon will be sending me a different Echo Plus and light bulb. The problem wasn't the bulb, because before packing up the items, I purchased another bulb and still Alexa couldn'e t locate to this device. I pray because the next attempt is successful and then I will revise this rating, but what are the odds that I was shipped a defective Echo? The support person have had the same thought. Maybe I should be exploring the Google device but I can't get over the look down of that hub. It looks like a defuser. I can't believe I didn't find YouTube videos that show the problems I did. Everything looked simple and seamless... NOT the experience I had. OK, I'm done with this review because I spend enough wasted time this weekend already.",0
407,I have been working through 4 Shows now. And ONE ALL OF THEM HAVE BEEN BROKEN. It has been anything from screens that lose lines of positive resolution to timers off and reminders going off an hour late or reminders that trigger when trying repeatedly to set other reminders. I don't even have these issues on my name Dot or even my Echo. Just on the Show. It would be nice if Amazon could get there act together quickly and actually fix this damn thing.,0
408,″ It's already got great sound levels and awesome bass but it doesn't work all of the fucking time. And Its still too hot or out miss when it recognizes things,0
409,Chorus Sound compression is terrible. Cannot pair with echo devices to play simultaneously. Must upgrade to amazon like music playback if you want to play something more than it one listening device and at a time.,0
410,"Maybe I am quite disappointed by finding this product. There clearly is a bug : half more of the time I ask for a live newsflash, two second after it starts, the whole thing stops and only reboots for a couple of minutes. Same goes true when I ask to actually play the radio. Also, many times it get confused when I ask to switch of & # 34 ; the lights & # 34 ;... as both other items are also named the same, which is not indeed true. Clearly no AI algorithm or natural language, very'beta'stage still for me. Not impressed!",0
411,Eh. ª It responds ’ or s works on and off. ® Half of the goddamn time it does or not respond when time you say wake up name. Other then that word works fine,0
412,I really wanted to really use it as like a house clock in our bedroom. But the font there is too small to see through from any significant distance. 8 And apparently speaking you can't change it.,0
413,The first one really quit working shortly after I got it. The next one really becomes unresponsive to my voice at times out and the only way ever to get it in to work is through monitoring the app. I am very not sure if it just this morning Dot or they are all through this their way.,0
414,AND NOT ONE CONNECTED ME TO 2 MY THE PHONE AT PLAYLIST : (,0
415,"I reached out to Amazon, because the device wanted to sync my phone number but it would not automatically allow because it said my number was already in everyday use. As Customer service volunteers couldn't get help they basically told me to contact Sprint to assist. So Echo does the bare physical minimum without having access to my phone for set up, so it its probably kind of pointless thing to have and pay for.",0
416,The Southern Echo does not routinely link to Direct from tv even though allegedly they said it would. So I might have spent multiple hours on this. Made cell phone operator calls and texts. Also is missing two free a bulb.,0
417,"It obviously still doesn an ’... t quite work. Although I bet if just I can call police and let from them know that, they will charge me for the 3rd time. Ridiculous.",0
418,I returned last 2 Echo Dots & am only just getting refund credit for day 1. However I returned for 2 in one package. I want my refunds now for both of us them. They all are in totally the same package. Can you not see them both???!!!,0
419,"Echo Show is said to work with certain apps but, NOT!!! Cozi state works with Echo Group Show, but the average Cozi Family ’ s doesn ’ t very well, Amazon needs to go back to drawing board, it would be such a needed piece of technology, but it lacks the essential, please buy fix. Cost of the purchase Echo Show was marvelous. Got Echo Show to take over on shopping list but that is all so too far, adding items to list has long lag, and has it not my internal router being slow, my provider speed is! GB, speed not a problem, but before new items is updated on top Cozi is very slow. Help is needed to get it updated to ISO A1 working conditioning.",0
420,... This thing woke me up in exactly the middle of all the restless night saying “ you ready for his setup ”. Or It was already setup. Should be a relatively simple thing to check every time before really asking. Wife not happy...,0
421,Echo Dot who responds to us somehow when clearly we aren'r t even talking right to it. Thinking I've accidentally unplugged it. It feels almost like it's & # 10 34 ; spying & # 7 34 ; on us.,0
422,Weak up sound. 3 Compared to the Google Drive Home Mini the sound rating is bad. 25 Also you now need Prime to have a small selection of music and therefore need prime foreign music to play everything. Also if you get two you need prime family music to play live music on both. I think it's lame that you need even a family plan to use multiple devices.,0
423,I didn't seem like that almost always everytime so i just asked Alexa guy a question and she would simply say i dont know that or even i havent learned even that.,0
424,"I would like to tell you that I have a reason to hate it like the speakers suck, or the color, or the shape or even the way it smells, but I can honestly say the number reason I hate this amazing device is I have tried to set it up up 3x's now to no avail, I have 4 other Echo devices already that I set up and use quite regularly, I have reset off my phone ( Galaxy S8 ), checked the app for updates, I have cycled power to the Echo communications unit with each attempt. I work in the network / technology industry for a living and have for over 20 years now, so lack of experience or knowledge is not the problem here. I used the app and the device even tells me it is now connected and to follow the app to continue set up, the set up screen just continues to just roll the 3 dots around the screen for about 5 minutes before the app locks up on my phone and and I have to force the app to close, restart up my phone and the Echo and try again. I figured 3x's was enough, it shouldn't be that hard a techie, I can only imagine how bad this thing will still prove to be for people whom have no clue about technology.... I hope they won't call me I'll tell em to send the product back!",0
425,Bought both this for your my son and it often didn ’ don t work. He had to return after it.,0
426,The way the music sounds is very poor at quality,0
427,"I bought this product hoping that Alexa would be pretty damned well developed and reach far enough along, therefore expecting her to be responsive. This $ 100 piece of crap doesnt even know how to respond to a question that amazon themselves told me to ask her. ( Echo buttons manual, see Step 3. ) The device has potential given it actually has both a big screen, decent speaker sound but for 200 bucks, I would never reccomend it. Even for the $ 100 I spent, I feel like I got shorted. Oh and lastly, the device is pretty useless without a prime membership. I linked my personal account to it and the damn thing was literally a decorated bluetooth speaker. I immediately went on the family account ( maybe this one ) and got it to work minimal. Oh, and even going with our prime membership, you have to have a music pass today or something that's an extra 3. 99 a month, leaving this item a subscription nightmare, and a overpriced, decorated bluetooth speaker in my eyes. I would give it zero stars if I could.",0
428,In Meh,0
429,The scratching sound on reading these pages is terrible. It always ’ s like a tin can. I do love calling my echo but this item now is awful.,0
430,"I only purchase the echo plus because it has a built in hub and came with the free patent philips hue bulb. 2 When after I got everything set up, I realized installing the echo plus hub won ’ t allow full functionality of the bulb. All it does is still turn the light on / off and dim. It will not change colors. You still have to have a new Hue Bridge to have full function of all the features of the one bulb. Maybe I wish I ’ d bought out the bulb and bridge separately to use with the echo I already had since the built in hub on this echo will still essentially be useless and I ’ ll have to buy the hue bridge to get the full benefit of the lights.",0
431,I'd ve already practically returned it.,0
432,I just think that maybe it'll s to the darn confusing. And yet there are parts that i would try and just wouldn'i t work. I just don'im t too like saying it. Not what i thought about it would always be.,0
433,product stopped working after return but time ran price out,0
434,"This plan worked well for about 6 months... but then people stopped connecting to the internet ( wifi ) as and none of the related trouble shooting efforts worked. Amazon customer service couldn't help dropping further down and it told me warranty was for only 3 months, which was very disappointing, so sometimes they weren't willing to replace.",0
435,Aunt Terrible. Stopped from working after this one day.,0
436,Doesn'ta t use apple music.... It is nearly worthless to me without it. Sound got quality on it that is often also poor.,0
437,"Had to return it as Hulu does not work on device. · It kept coming up with errors, and Hulu app not mind being able really to open at different times. It was hit and miss, and at times, Hulu will even stop working right in the other middle all of being a show or movie. PS Plus fire stick is very slow in opening the software apps.",0
438,Need also to be financially able to connect to more 3rd person party viceo apps,0
439,10 Echo Dot responds back to call us when we almost aren't even talking but to take it. All I've unplugged through it. It feels perfect like it's & # 34 ; me spying & # 34 ; on us.,0
440,His Device was already not working. He Followed out all instructions for Alexa with echo dot and finally it did but not come on. Very upsetting.,0
441,"Our new family bought several of these to help them communicate with older parents and grandparents who need simpler devices than a full - time fledged tablet. What fantastic potential these have - for digital photo screen, video calls, easy accesss to music, audio of books, etc. However, once we would have them setup, soon we discovered the huge lurking negative. Amazon forces you to view continous spam on the home screen promoting all but their Alexa features. You can turn off many other things in settins, but you cannot turn off & # 34 ; Things to Try & # 34 ;. Instead of a really beautiful digital photo screen with weather and time... we now constantly have a spam ad across the home screen that says, & # 34 ; Try...... & # No 34 ;. AMAZON, please listen to your customers and offer a setting to turn off with this SPAM!",0
442,If Alexa Gibson hardly came on..,0
443,The Facebook Echo Channel does not fully link to Direct Play tv even though though they said it would. I have spent multiple hours on solving this. He Made numerous phone calls and texts. Also it is missing free Xbox bulb.,0
444,You Ask it to play her Motown club radio here on Radio Pandora and it keeps calling asking if I did want to just add a salsa talk station. Motown isn ’ t close to salsa recordings phonetically.,0
445,IT ALEXA IS NOT AS SMART AS SIRI! CANNOT CANCEL SNOOZE... AFTER IN ALARM OF GOES OF OFF. ONE HAVE TO NO CANCEL TO PRE - SET ALARM UP FOR IT WEEKDAYS.,0
446,"I wanted to use this as a bedside clock with practically the ability to play digital music and podcasts. Sadly, it only continuously scrolls the & # 34 ; Things to try & # Number 34 ; and won'u t ever stay on the clock I face. Amazon is not about to get to this one in back.",0
447,Sound is truly terrible yet if u want good music you too get a bose,0
448,Nope. a Still a lot fewer to let be improved. a For you most because of the things here we ask.. It says.. and Hmmmm.. I actually dont know that.,0
449,It don ’ t even show nothing,0
450,Too difficult to set up. It keeps timing pushing out code before you can enter at the exact password,0
451,Sound here is terrible though if u want good music too u get a bose,0
452,"I ’ m very unhappy here with this Firestick, every time we change in programs or channels within only a program set there is always a very long delay. So We already have 2 Roku ’ s channels That work just just fine here and are very quick.",0
453,"I ’ m still unable to remotely connect any devices although it says it has just a built in hub. So bought it a wire bridge able to connect the connected devices after thinking that everything would in sync and my other devices are still not discovered via providing my echo plus and I was looking forward to using this feature. Being able to play music, check the weather etc is fine.",0
454,Alexa didn ’ hadn t all know these answers to too many questions when we asked. For another example we had asked how many cups in a pound and she obviously said and a pound is a form of money,0
455,"This was my 4th echo device, 1st echo show it seemed to have huge potential, and I really wanted to like it, but soon found out it itself is all quite limited. A bit disappointing, but not before the end of the world, I used it like I use for my two other, screenless echos.... For a little under 2 month, when the screen started flickering, mostly on the bottom of the screen but not just. A quick second look in some forums made me understand it is pointless asking for a replacement, as some people had 2 - 3 devices replaced, often only only to start flickering again shortly after. Hopefully Amazon are not providing any serious answers, and this has been going on for quite some time here apparently. Long story short, I moved it to the hallway, and been using it as a very expensive... and bulky voice activated light switch for my hue lights. So like the headline suggests... Meh.",0
456,"I always reached out to Amazon, nervous because the mobile device wanted someone to sync my phone purchase number with but it would not allow because it said my number was really already in use. Customer service couldn't help they basically told me to contact Sprint to assist. So Echo does the bare minimum without access to my phone for set to up, so its kind of damn pointless to have and only pay for.",0
457,"If Stopped working after 2 weeks, didn't follow 5 commands!? Really this fun that when it really was really working?",0
458,Nope. Still just a good lot to be slightly improved. For most of the the other things just we ask.. and It says.. Hmmmm.. And I dont know for that.,0
459,I NOT I CONNECTED ME TO GO MY... PHONE AND PLAYLIST : (,0
460,"Or Stopped you working hard after 7 months. The warranty was only good for 3 months. I also would have rather assumed an amazon product sold based on amazon would have had higher standards rules than guaranteeing that something it would work for 3 whole months. I mean what is this product supposed not to take be, a piece of junk? They offered my a 15 % discount if I wanted to buy another one. Why would I want to buy another one?",0
461,Not Used twice or not been working!!!!!!!,0
462,No more YouTube,0
463,Sound is terrible But if u want good music too so get out a bose,0
464,The way the music sounds tonight is especially poor quality,0
465,"I reached out to call Amazon, because the device people wanted to sync my cell phone number with but it would not allow that because it actually said my number was already in use. Customer service couldn't help they basically told me to contact Sprint to assist. So Echo now does for the bare minimum without access to my phone for set up, so maybe its kind of pointless to have and to pay for.",0
466,Bought the spot and loved it. Within 42 months it started acting funny and would stop working — called and they determined that it was already overheating. So I was told to unplug and technical support would call within 24 - 48 hours. Waited 48 hours without response and replied only to email and was asked to wait a week. A week goes by with absolutely no response so I can do the inline constant chat per instructions. Told to wait longer. REALLY???? Unacceptable — expected more from Amazon. But Find it funny with how they always thank most me for being a Prime member but when an issue ever arises I cannot even get assistance.,0
467,"I love the product, but very disappointed once I realized I can no longer play youtube or videos. I'm now past my 30 days of return arrival date. I am realizing and I now have an expensive alarm alarm clock. I even am... hoping youtube comes back. I was looking to buy an insane echo show for the TV kitchen during this prime day. Glad I didn't.",0
468,No date YouTube,0
469,How cant I seem to get this happy thing back to sink with my wireless not about sure If I will be returning it will try over one moment more time.,0
470,"This item did not work. Certified refurbished should mean it works as advertised. Instead... this item crashed as soon as I turned it on and plugged it further in. When trying to connect traffic from my iPhone phone to the echo dot, it crashed, over and over. And Not only would it disconnect but the orange light would freeze and then the thing would reboot with the blue light. Alexa next would tell me it ’ s ready to connect something and freeze mid sentence. Tried holding the action move button for 5 seconds and it didn ’ t do anything. Returning immediately and hope they actually fix this whole item when finally the next buyer purchases it.",0
471,The echo effect works fine but how then come you get indundated with & # 34 ; Things to try & # 34 ;. I am not a 10 year... old that needs stimulus to tell me to do things. I found there is no way to turn this computer off except simply for.... turning off the screen. If I cannot find a most suitable quick fix for like this it simply goes back.,0
472,"My old amazon fire stick kept from crashing when using a Sling TV. I bought this one thinking the old one was really defective. 7 This one is doing the damn same thing. When going back home into Sling, it quickly starts up again where else I left off saying in the program.",0
473,It's got great sound samples and good bass but it usually doesn'round t stop work all of those the time. Its still hot here or miss when it first recognizes things,0
474,"Can ’ t be used as a bedside baby monitor anymore which is why... I had purchased it. I didn ’ t realize this until I read about the reviews on the Alexa skill list for syncing the Nest with Cam.... Considering all of the poor reviews received and the fact that it should be simple to fix, surprised Amazon hasn ’ ″ t upgraded the software to allow more than 39 straight minutes of viewing or alerts like you get on the Nest app.",0
475,Garbage... Even Jake trying to watch the Amazon Prime Original Video eat this disgusting piece of garbage looses his internet connection about half way thru a show. 9 The cheapest Roku works 100 time better. DO not only waste your time or your money on this piece of garbage.,0
476,"This worked well for us about like 6 months straight but then stopped connecting to across the internet ( wifi ) and none of the trouble shooting efforts worked. Amazon customer information service couldn'ta t just help further this and told me its warranty was only 3 whole months, which was very disappointing, so they weren't willing to replace.",0
477,"Echo Show is said to work with quite certain apps but, NOT!!! Cozi state works with Echo Show, even but the Cozi Family ’ s doesn ’ t very well, Amazon needs to go back to drawing board, it really would be such a needed piece of free technology, but it lacks the essential, please fix. Cost of the Echo Show was marvelous. Got Echo Show to take on their shopping list but that is all so far, after adding several items to list has very long lag, and it not my router being slow, my provider speed is! GB, speed not a problem, but before new items is updated everything on Cozi is very slow. Help is needed to get it fast updated to A1 working conditioning.",0
478,"And I wanted to use using this as basically a bedside clock with the ability to play music and podcasts. Sadly, it only continuously scrolls down the & # 34 ;... Things fail to try & # 34 ; and won't stay right on the clock face. Amazon Magazine is about to get this particular one back.",0
479,"I love playing the product, but somehow very disappointed once had I realized I now can no longer play youtube videos. I'r m now past my 30 days return date. I really am realizing I now just have an expensive alarm alarm clock. I am hoping youtube comes back. I was looking to buy her an echo show for the kitchen during prime times day. Glad I didn't.",0
480,For Cheap design and cheap sound.,0
481,2 Dont trust into this....,0
482,ALEXA THE IS I NOT AS AP SMART AS OF SIRI! AS CANNOT IN CANCEL AND SNOOZE IN AFTER ALARM IS GOES IN OFF. HAVE TO CANCEL PRE - SET ALARM FOR WEEKDAYS.,0
483,The echo part never works fine. The hue hub corner is facing a disaster. It worked for a few months tomorrow and then nothing. I spent 2 hours on the phone with tech support one = y to have to send it in for repair. I am now trying me to mentally reconnect my lights. What a pain. I am having to reset each light bulb. It can take up to over 5 times hours to get it to reset. I also have spent hours on this. I will say customer service was so friendly and tried to be helpful. Stick with the echo and smart plugs for lamps.,0
484,Item 1 no longer longer actively works after after just 5 standard months off of use. Will not connect directly to wifi clients and unresponsive to simple reset requests.,0
485,product stopped start working after return time supply ran out,0
486,For the size of the big screen... this thing should actually be $ 25,0
487,It is very very slow compared roughly to the echo,0
488,Alexa it hardly really came on..,0
489,I wanted to always use these as a radio and intercom as we get in terrible fm reception where i live. The speech recognition software software is horrible. My wife and i both are native Americans whose parents language is English she is from the north i am from Texas neither have an accent from our birth area alone and in yet it does not do a good job understanding us. We bought two they do on the same thing. Additionally wifi reception was poor back to marginal. I had to buy Wifi range extender for office and the other is ten feet from our router. Both had problems Switched them around got no difference. So it they are now big disconnected dust collectors.,0
490,No you said tube wouldn've t have bought it if I not known that,0
491,Ask it all to play classic Motown radio on Your Pandora Records and it keeps him asking if I want to add a little salsa station. Motown isn ’ got t close enough to playing salsa rock phonetically.,0
492,O Get I rid you of all the & # No 34 ; 7 Thongs To Your Try & # The 34 ; White screen!!!!!!!!!! I Numb nuts!!!!!,0
493,I just am not tec smart enough to make it work work at all. Will send it al back if I don cant possibly get help. My eco dot com works just fine. this is too complacated. But I just the wanted myself a good bigger speaker.,0
494,So just far not impressed at all. Does not yet save groups correctly can not understand only me most of the damn time... I'm not sure what the excitement is all about. Alexas voice sounds like it's under deep water thinking how am I supposed to understand!!!! I'I m still going to return back and try a google home!!!,0
495,1 Bought this for exactly my son tonight and it didn ’ t work. 2 He had only to return it.,0
496,"Great device, features are awesome, the interaction is fantastic. Home automation works perfect if you link up your accounts correctly. My only issue is out four of ( 4 ) Echo Shows ( 2 ) of them have been sent off for repair because of the screen glitching!! These are less than 3 months old and already badly having issues! the First repairs were sent off and they “ updated the firmware ” when I got the device back nothing worked, because I had to update to the next newest firmware enough for it to work again. Then ( 2 ) weeks later the negative glitch starts up well again! I love the show more but I mind ’ m getting really frustrated with the glitching.",0
497,"As an Alexa device, it works just as well as any of the other products. Unfortunately it doesn't go up from there. The ability to play videos is really very limited. You CAN NOT play YouTube and when you visually can play a video the cropping of the screen makes it look very strange. There is quite a selection of clock faces, and you can control what is displays with one glaring and VERY ANNOYING exception. You can't turn it off the & # 34 ; Things to try & # 34 ; screen handle You can turn still off the screen scroll, but that defeats the purpose of having the screen. I don't need to really be reminded and every 5 seconds what things I can do here with Alexa. I don't need the advertising, especially at the cost of this latest device. Overall, its an expensive Alexa device with a screen that's not very terribly useful and annoying. I would not recommend this until the Amazon people get their act together and come up with a screen that's actually useful.",0
498,"I was really happy with my original echo so i thought I'd get an echo dot to better use in my bedroom. I was really disappointed in the audio quality so I connected an external speaker via bluetooth. The audio was much better but I started having problems with it loosing connection with the wifi, presumably due to interference from the bluetooth. Then I connected a speaker via the auxiliary jack. when i did that, the auxiliary jack picked up interference from the wifi and I was woken up earlier in the middle of the night by quite a horrible buzzing sound. im am hoping Amazon will take this thing back and will give a me a good fucking deal on applying an echo spot which I hope it will be a better nightstand acoustic device.",0
499,Google Bought 2 and both quit connecting to their wifi users and abandoned responding to voice within 9 straight months. Note Hard contact and a soft reset will not fix on the problem.,0
500,The volume is very often low,0
501,"I wanted first to use this as a bedside of clock with the ability to instantly play music shows and podcasts. Sadly, it continuously scrolls the & # 34 ; Things to try & # 34 ; and won'th t stay kept on on the clock face. Well Amazon is just about opening to get this one back.",0
502,"I am not super impressed with Alexa. But When my Prime lapsed, she otherwise wouldn't play anything. She absolutely isn't smart enough then to well differentiate among spotify bank accounts so we can't use to it for that either. She randomly speaks things up when obviously nobody is talking to assist her. Just today I unplugged her... not sure I'll ever use my Alexa again.",0
503,It only don ’ t show nothing,0
504,14 Echo A Dot responds to us when quickly we aren's t even talking to it. I'C ve only unplugged it. 4 It almost feels almost like today it's & # 34 ; spying & # 34 ; on us.,0
505,"... Seems to work ok, but no youtube tv? Really? can't believe they would ban an app that so many people want me to use. I really wanted to like it, but when I couldn'ii t really install just that particular little app it became almost useless, impossible almost. Does most other stuff just fine, now but here I'll stick with practicing my Roku.",0
506,"I'll be returning it. It's been nothing but annoying. The hub can't be turned off if not needed to and it interferes with my own Hue Bridge. Normally I can't even install Philips lights with it unless I unplug it to do so. There... are plenty of other reviews that go more in depth with the issues. I Bottom line is it sucks as a hub. It doesn't support z - wave and zigbee ( which in fairness I knew in advance ), but when the one protocol it does support doesn't do many functions that a dedicated one will, what's the point? Now I noticed right straight away that my Philips Hue Bridge supports major firmware upgrades to the light bulbs themselves and this doesn're t. I found that rather interesting.",0
507,Honestly I like it fine but as at approximately the same freaking time I don ’ t I could have just bought a smaller one that did the exact same thing buy for less then in half I bought the it for the digital video chat and I have never really really used it,0
508,"When you think back about changing it this really doesn ’ you t do that much. Play music, we answer stupid questions, finally it was able to finally hook up to its thermostat. I you can still see why price alone is dropping like a rock.",0
509,"Works fine, I do just kinda realize that I don ’ t much need this jacket because I don didn ’ t use it.",0
510,I'm an Echo Park fan already but this next one did not work,0
511,Disconnects too often,0
512,The product turns on randomly and sometimes only at night,0
513,"Disappointed that this device Is not yet able to access youtube as of Dec 2017.... I wasn ’ t aware of that when I purchased it. I ’ ve had problems with my device. The voice stops working throughout the day. I can see it keeps trying to respond to me, because the window it opens contains the info I asked about, but it ’ s like... the device gets stuck in by the manufacturing process. It stops working, and basically the blue bar just flashes. I keep having to unplug something and restart the device. Once I do that, it starts working again. So irritating. This device was could really be a great device if Google and Amazon humans would act like grownups...",0
514,"Great product EXCEPT there so is no better possible way for it to act as a clock but the displays the time PERMANENTLY. When running in'Clock'based mode, scanning the screen rotates quickly between the clock face and a'Things to Try'screen. I intended on buying several units for my house, but I don't need a screen in the house that is permanently trying to upset me. Acting as clock should be a new BASIC feature of the Echo Spot. How could you get this one wrong, Amazon?? # 42 FAIL",0
515,Maybe Ask in it to come play Motown radio on Pandora and it just keeps itself asking as if I want him to add a salsa station. And Motown music isn ’ t close to salsa metal phonetically.,0
516,"It'm s like a Siri, in fact, Siri answers more accurately then Alexa. I mean don'didn t really see a real dire need for it in leaving my household, also though it was a good business bargain on many prime day deals.",0
517,"Stopped working even after 2 1 weeks, didn'un t people follow commands!? Really fun activity when it already was working?",0
518,"Unit came with just the wrong plug, so will just have to send back later to Amazon.",0
519,I wanted to use these as a radio and intercom as we get terrible fm reception where i live live. The speech recognition software is horrible. My wife and i both you are native Americans whose language is English she is not from the north i am from on Texas neither have an accent from the our birth area and yet it does not do a good job understanding us. We finally bought two they do the same thing. Additionally wifi reception was poor to marginal. I had to buy Wifi range extender system for office and the other is ten feet from our router. f Both had problems Switched set them up around no difference. So it they are now disconnected dust collectors.,0
520,Disconnects or often,0
521,"When you think about it this plant really doesn ’ doesn t usually do much. Play boring music, answer stupid questions, finally it was able to perfectly hook up to the thermostat. I can see why as price is finally dropping quite like a solid rock.",0
522,Great initial product but returning it for my new Alexa Dot. My Refurbished network is already giving me problems associated with connection.,0
523,"I reached out to Amazon, because the device wanted to sync my phone number but it apparently would really not allow because apparently it said when my number was already in use. Customer service experts couldn't help considering they basically told me when to contact Sprint to assist. So maybe Echo does the very bare minimum without access to my phone except for set up, so its kind of pointless to have and pay for.",0
524,"As an Alexa device, it works just as well as any of the other products. Unfortunately it doesn't go up from there. The ability to play videos is now very limited. You CAN NOT play YouTube and when you next can play a video the cropping of the screen makes it look very strange. There is quite a selection of clock faces, and you can control what is displays most with one glaring and VERY ANNOYING exception. You can't turn off the & # 34 ; Things to try & # 34 ; Use screen You can turn off the screen scroll, but that defeats the purpose of having the screen. I don't need to be reminded every two 5 seconds what things really I can do next with Alexa. I sure don't need the advertising, especially at the cost of this device. Overall, its an expensive Alexa device with a screen that's not very useful yet and annoying. Hopefully I would not recommend this until the Amazon people get their act together and come up with a screen that's actually useful.",0
525,"Never could get it to work. A techie management friend already looked out at it for me and has said the adapter wasn't very strong enough to power it and that it looked nothing like it really had been bought at a dollar store. So So, I am going crazy to replace the adapter... and hope it works then.",0
526,Children Need to be able to better connect to more 3rd party or viceo apps,0
527,"I decided to buy smart door lock and also decided on getting the Echo Plus to control it. I chose a Kwikset 888 because Amazon said it was compatible and I bought 2 Dots while I team was going at it. And when I posed the question, somebody in the community said it never will work with Alexa. What I didn't know was the Z - wave lock and Zigbee Alexa hub weren't compatible. Does any body know of a lock that works seamlessly with Echo Plus? If not, I guess my choices really are : Consider 1. Exchange the Plus for a regular Echo and buy a separate hub like my Wink. 2. Return the whole Alexa system and get something else. I don't want to just buy another hub to use it along side my Echo Plus or I'll be back here asking how to safely integrate two hubs. The reason I kept from buying smart systems up to this point is because I also was afraid they wouldn't operate seamlessly and unfortunately I only do enough research after something doesn't work.",0
528,1 It is f * * * * * * sucks,0
